Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
8	1282822	1288588	13	8708036	8795588	0080cc
8	12696931	12702690	1	7122124	7137221	0080cc
8	3032200	3037950	13	2515436	2517767	0080cc
8	3032200	3037950	6	5160662	5162285	0080cc
8	14696702	14702447	5	4515543	4528872	0080cc
8	8813171	8818897	1	5143934	5139326	0080cc
8	2477453	2483175	13	5134446	5152094	0080cc
8	14624795	14630514	5	4502434	4496327	0080cc
8	1642402	1648115	13	7310002	7300843	0080cc
8	11783386	11789096	5	9763204	9760804	0080cc
8	3050530	3056239	13	2531162	2524238	0080cc
8	5986088	5991782	1	482097	495279	0080cc
8	7893825	7899515	1	3269997	3265823	0080cc
8	13541945	13547617	1	10449970	10433893	0080cc
8	4131822	4137491	13	387625	397277	0080cc
8	8555801	8561469	1	4648919	4638568	0080cc
8	2526247	2531913	13	4811347	4829370	0080cc
8	7534688	7540347	1	2754341	2765634	0080cc
8	11010360	11016011	5	6682828	6661342	0080cc
8	11010360	11016011	7	437240	422306	0080cc
8	10540694	10546323	5	5528578	5521922	0080cc
8	10540694	10546323	7	945503	949927	0080cc
8	4108842	4114468	13	375613	365208	0080cc
8	2454322	2459939	13	5190292	5202638	0080cc
8	10864010	10869592	5	6333007	6339837	0080cc
8	10259604	10265183	5	4920191	4912731	0080cc
8	6000988	6006546	1	474910	464665	0080cc
8	6272034	6277589	5	2381769	2378607	0080cc
8	1134713	1140240	13	10370535	10379720	0080cc
8	12428352	12433877	1	6780041	6773385	0080cc
8	11369737	11375259	5	7984166	7973791	0080cc
8	7759295	7764808	1	3127824	3131985	0080cc
8	3088046	3093549	13	2579787	2572054	0080cc
8	9204401	9209901	1	6017532	6018528	0080cc
8	6690901	6696389	5	747866	745680	0080cc
8	1274943	1280419	13	8812355	8817197	0080cc
8	3902803	3908273	13	4432906	4427694	0080cc
8	14208953	14214420	5	4282546	4266766	0080cc
8	6489700	6495157	5	437568	431609	0080cc
8	2290339	2295792	13	5542796	5540178	0080cc
8	13418473	13423925	1	9887586	9883352	0080cc
8	10559796	10565235	14	6670990	6677349	0080cc
8	10559796	10565235	5	5537597	5545069	0080cc
8	2401374	2406780	13	5251203	5268867	0080cc
8	4102945	4108347	13	360781	363684	0080cc
8	6535632	6541028	5	501327	496613	0080cc
8	14096002	14101378	5	4194276	4204677	0080cc
8	14096002	14101378	7	1786760	1782333	0080cc
8	6724093	6729464	5	826343	817574	0080cc
8	4044580	4049928	13	236735	241950	0080cc
8	16519126	16524467	5	1400122	1407385	0080cc
8	10590485	10595809	5	5577948	5593716	0080cc
8	13459575	13464885	1	9735175	9730997	0080cc
8	13459575	13464885	17	8697831	8692168	0080cc
8	3384610	3389910	13	3135518	3139380	0080cc
8	3384610	3389910	6	5906624	5910944	0080cc
8	4652854	4658149	13	1186684	1192309	0080cc
8	1555218	1560501	13	7468802	7476194	0080cc
8	13733398	13738655	14	4336069	4353615	0080cc
8	7621992	7627209	1	2941266	2946275	0080cc
8	7714922	7720135	1	3092651	3084529	0080cc
8	3730544	3735755	13	3958636	3965538	0080cc
8	6560730	6565939	5	542600	539229	0080cc
8	7130316	7135524	17	5245892	5244356	0080cc
8	11624405	11629610	5	8924510	8928854	0080cc
8	11624405	11629610	7	7044919	7041479	0080cc
8	3515813	3520981	13	3371391	3367852	0080cc
8	13132748	13137915	1	7861008	7870867	0080cc
8	13132748	13137915	17	9759285	9731937	0080cc
8	8199962	8205112	1	3915641	3909357	0080cc
8	8199962	8205112	17	2947724	3002175	0080cc
8	7361068	7366213	1	2508304	2516714	0080cc
8	6469558	6474698	5	389645	396106	0080cc
8	6903912	6909047	14	1125570	1120884	0080cc
8	6903912	6909047	5	1121011	1115775	0080cc
8	7583303	7588426	1	2906208	2899462	0080cc
8	8601129	8606231	1	4692857	4690084	0080cc
8	3984162	3989256	13	156285	166618	0080cc
8	1086432	1091510	13	11317262	11334920	0080cc
8	2667656	2672723	13	4572333	4559102	0080cc
8	2667656	2672723	6	4587042	4593319	0080cc
8	12465802	12470868	1	6842352	6831605	0080cc
8	6040118	6045175	1	421584	428372	0080cc
8	14031284	14036326	5	4138635	4135185	0080cc
8	14031284	14036326	7	1814541	1817544	0080cc
8	9196645	9201684	1	6009188	6009928	0080cc
8	12417992	12423018	1	6767145	6749249	0080cc
8	2053043	2058066	13	6062410	6086810	0080cc
8	2053043	2058066	6	2966966	2949191	0080cc
8	8898621	8903638	1	5349940	5345277	0080cc
8	3918832	3923833	13	4466436	4454789	0080cc
6	11235918	11251389	11	427858	442383	0ab276
6	11235918	11251389	9	414338	425305	0ab276
6	14997573	15011387	11	3341777	3357969	0ab276
6	11042889	11056248	11	305143	284268	0ab276
6	12968648	12981642	11	2032390	2023687	0ab276
6	8241089	8253922	8	10176717	10159433	0ab276
6	12682842	12695340	11	1567480	1577320	0ab276
6	13649559	13661724	11	2429836	2422151	0ab276
6	11795248	11807115	11	776094	771978	0ab276
6	10197993	10209144	6	3038461	3048042	0ab276
6	12531641	12542456	11	1444732	1431404	0ab276
6	13636517	13647327	11	2407921	2419627	0ab276
6	12639444	12650155	11	1525957	1519660	0ab276
6	13329896	13340315	11	1758086	1767250	0ab276
6	13329896	13340315	9	2041710	2035377	0ab276
6	12072809	12083200	11	982800	996595	0ab276
6	7879454	7889820	8	7912917	7897436	0ab276
6	16554908	16565141	11	2599309	2582096	0ab276
6	4346390	4356553	11	6433485	6446120	0ab276
6	9116206	9126343	13	8249429	8239518	0ab276
6	11291608	11301731	11	509255	498435	0ab276
6	12097620	12107606	11	1026894	1003460	0ab276
6	2153607	2163147	8	11559992	11548478	0ab276
6	4523312	4532829	11	6233260	6263796	0ab276
6	8195653	8204773	8	10013221	9982855	0ab276
6	8683918	8693007	6	9055378	9070929	0ab276
6	8683918	8693007	8	862302	801754	0ab276
6	4825127	4834087	11	5338362	5365214	0ab276
6	4535312	4544234	11	6216818	6228878	0ab276
6	8989551	8998128	13	8828337	8818196	0ab276
6	4769786	4778293	11	5536140	5526446	0ab276
6	4781372	4789763	11	5511223	5503775	0ab276
6	4567609	4575989	11	6077864	6084417	0ab276
6	16485050	16493205	11	2655448	2644031	0ab276
6	8160658	8168792	10	2596657	2584702	0ab276
6	8160658	8168792	8	9911868	9911051	0ab276
6	11969628	11977713	11	912419	906060	0ab276
6	2020663	2028611	8	11263859	11257526	0ab276
6	2127519	2135333	8	11613354	11627834	0ab276
6	6572972	6580757	6	5891257	5899749	0ab276
6	13771338	13779119	11	4261400	4266786	0ab276
6	15148820	15156581	11	3008503	3017514	0ab276
6	10863206	10870955	6	4477061	4484303	0ab276
6	8729601	8737179	6	9099736	9118776	0ab276
6	8729601	8737179	8	683491	670105	0ab276
6	4797334	4804836	11	5463360	5477250	0ab276
6	4797334	4804836	4	5180683	5200167	0ab276
6	8441393	8448863	6	8856971	8849074	0ab276
6	8441393	8448863	8	10767344	10751655	0ab276
6	7385879	7393316	6	6875583	6873442	0ab276
6	13292235	13299663	11	1775089	1782871	0ab276
6	13292235	13299663	9	1969266	1960834	0ab276
6	11191669	11199065	11	385800	394840	0ab276
6	11191669	11199065	9	331577	339205	0ab276
6	16446252	16453599	11	2676795	2693063	0ab276
6	8873834	8881136	8	257061	274980	0ab276
6	10185232	10192524	13	6044318	6030598	0ab276
6	10185232	10192524	6	2981734	2995237	0ab276
6	12789497	12796756	11	1648460	1655096	0ab276
6	10535543	10542786	6	3802364	3794729	0ab276
6	12004480	12011711	11	945402	939706	0ab276
6	12004480	12011711	4	1529141	1552457	0ab276
6	4684860	4691902	11	5843910	5869231	0ab276
6	4684860	4691902	4	5239403	5245845	0ab276
6	2103058	2109768	8	11666979	11663960	0ab276
6	2375511	2382071	8	11961759	11946849	0ab276
6	12762536	12769065	11	1633605	1627852	0ab276
6	11877333	11883841	11	828290	825205	0ab276
6	11877333	11883841	9	776348	773466	0ab276
6	7916126	7922610	6	7599897	7605212	0ab276
6	7916126	7922610	8	8086258	8093163	0ab276
6	11491641	11498085	11	595281	587559	0ab276
6	11491641	11498085	9	537597	531559	0ab276
6	8706337	8712600	6	9091534	9087760	0ab276
6	8706337	8712600	8	727085	734077	0ab276
6	1785835	1792017	8	11452917	11436981	0ab276
6	13723618	13729769	11	2137446	2134143	0ab276
6	4334708	4340815	11	6468109	6472819	0ab276
6	8694986	8701063	8	778838	784687	0ab276
6	8656753	8662828	8	904749	902362	0ab276
6	2171710	2177717	8	11523469	11536665	0ab276
6	7988148	7994088	6	7766752	7771747	0ab276
6	7988148	7994088	8	9061039	9067184	0ab276
6	8481302	8487185	8	10825442	10819018	0ab276
6	15126558	15132433	11	3037442	3043658	0ab276
6	4702559	4708396	11	5819121	5810804	0ab276
6	16644917	16650746	11	2508765	2515905	0ab276
6	13544002	13549809	11	2323525	2327128	0ab276
6	12327710	12333465	11	1178837	1181489	0ab276
6	12327710	12333465	9	1385899	1390689	0ab276
6	5116667	5122421	11	4787144	4753625	0ab276
6	4941215	4946962	11	5128748	5123197	0ab276
6	7866762	7872498	8	7757697	7775872	0ab276
6	11199859	11205561	11	400278	396821	0ab276
6	11989145	11994733	11	926001	928031	0ab276
6	1154930	1160501	19	8133656	8128770	0ab276
6	4405358	4410921	11	6387249	6382691	0ab276
6	8459493	8465021	13	1624433	1638248	0ab276
6	8459493	8465021	8	10787287	10796549	0ab276
6	4510377	4515893	11	6308587	6302008	0ab276
6	15177698	15183182	11	2994497	3004792	0ab276
6	1149165	1154642	12	9626996	9624780	0ab276
6	2393718	2399194	8	11965610	11975563	0ab276
6	8602932	8608343	8	10959702	10966349	0ab276
6	13125233	13130622	11	1893198	1896311	0ab276
6	13069653	13075040	11	1959511	1955310	0ab276
6	10157976	10163350	13	6062410	6086810	0ab276
6	10157976	10163350	6	2966966	2949191	0ab276
6	8343801	8349160	8	10357534	10373122	0ab276
6	4098143	4103417	6	2261800	2273045	0ab276
6	11790394	11795657	9	718062	723302	0ab276
6	8235533	8240787	8	10149364	10154363	0ab276
6	2138520	2143768	8	11586566	11591690	0ab276
6	4428900	4434069	11	6371983	6366289	0ab276
6	7905045	7910209	8	7943841	7956600	0ab276
6	7716743	7721882	6	7343532	7347593	0ab276
6	7716743	7721882	8	7395825	7402476	0ab276
6	1069274	1074367	12	9075873	9070744	0ab276
6	1069274	1074367	19	7720838	7719373	0ab276
6	10766388	10771476	6	4251511	4259018	0ab276
6	12312314	12317393	11	1160519	1159231	0ab276
6	12312314	12317393	9	1323356	1317725	0ab276
6	8278837	8283901	6	8454680	8450717	0ab276
6	8278837	8283901	8	10250203	10247334	0ab276
6	14888045	14893108	11	3182533	3186748	0ab276
6	8818016	8823052	8	327940	333779	0ab276
6	3886219	3891253	6	2680896	2687405	0ab276
6	8803304	8808326	8	355344	345611	0ab276
